"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1996-02",98.20139,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1996-03",98.00579,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1996-04",97.92902,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1996-05",97.92049,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1996-06",97.98058,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1996-07",98.11296,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1996-08",98.30196,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1996-09",98.51163,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1996-10",98.70329,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1996-11",98.81356,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1996-12",98.97569,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1997-01",99.24037,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1997-02",99.45116,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1997-03",99.61809,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1997-04",99.8007,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1997-05",100.0351,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1997-06",100.3013,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1997-07",100.5708,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1997-08",100.803,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1997-09",101.032,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1997-10",101.1729,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1997-11",101.2424,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1997-12",101.3124,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1998-01",101.3653,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1998-02",101.3739,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1998-03",101.3613,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1998-04",101.261,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1998-05",101.1358,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1998-06",101.0342,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1998-07",100.8339,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1998-08",100.4936,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1998-09",100.0468,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1998-10",99.60419,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1998-11",99.33116,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1998-12",99.15819,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-01",99.01631,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-02",98.93507,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-03",98.92149,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-04",98.98502,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-05",99.15115,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-06",99.43537,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-07",99.77098,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-08",100.119,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-09",100.4895,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-10",100.8372,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-11",101.1044,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","1999-12",101.2861,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-01",101.4444,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-02",101.6584,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-03",101.8656,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-04",102.0051,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-05",102.1101,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-06",102.1501,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-07",102.1325,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-08",102.0998,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-09",102.0532,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-10",101.9672,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-11",101.8355,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2000-12",101.6262,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-01",101.3189,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-02",100.9082,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-03",100.4477,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-04",100.0293,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-05",99.7549,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-06",99.53619,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-07",99.3121,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-08",98.96731,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-09",98.50002,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-10",98.17899,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-11",98.14729,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2001-12",98.36777,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-01",98.63606,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-02",98.96084,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-03",99.23916,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-04",99.41986,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-05",99.52559,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-06",99.4721,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-07",99.35679,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-08",99.28687,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-09",99.28822,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-10",99.28138,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-11",99.26796,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2002-12",99.22487,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-01",99.174,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-02",99.09396,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-03",98.93333,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-04",98.78464,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-05",98.66948,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-06",98.63091,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-07",98.73592,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-08",99.00144,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-09",99.28924,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-10",99.56613,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-11",99.76633,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2003-12",99.81496,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-01",99.84084,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-02",99.88387,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-03",99.98169,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-04",100.1455,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-05",100.281,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-06",100.3438,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-07",100.3538,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-08",100.3515,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-09",100.3695,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-10",100.3775,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-11",100.3217,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2004-12",100.2288,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-01",100.0741,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-02",99.85592,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-03",99.59977,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-04",99.38908,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-05",99.30204,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-06",99.37828,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-07",99.59329,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-08",99.83845,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-09",100.0815,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-10",100.2905,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-11",100.4345,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2005-12",100.5939,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-01",100.7792,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-02",100.9963,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-03",101.2118,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-04",101.4174,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-05",101.5646,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-06",101.6783,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-07",101.7468,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-08",101.8152,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-09",101.9539,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-10",102.0965,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-11",102.2016,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2006-12",102.2416,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-01",102.21,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-02",102.1946,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-03",102.1832,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-04",102.1542,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-05",102.1071,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-06",102.0352,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-07",101.9346,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-08",101.8391,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-09",101.7705,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-10",101.7587,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-11",101.7793,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2007-12",101.7088,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-01",101.5481,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-02",101.3432,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-03",101.1197,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-04",100.826,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-05",100.5183,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-06",100.1667,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-07",99.77493,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-08",99.2817,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-09",98.53911,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-10",97.44933,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-11",96.2003,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2008-12",95.15394,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-01",94.55579,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-02",94.21085,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-03",94.17567,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-04",94.4837,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-05",94.95518,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-06",95.48988,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-07",96.06502,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-08",96.65103,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-09",97.1434,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-10",97.54633,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-11",97.83707,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2009-12",98.08865,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-01",98.34814,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-02",98.64783,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-03",99.04621,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-04",99.45962,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-05",99.78954,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-06",100.0537,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-07",100.3188,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-08",100.5492,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-09",100.7362,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-10",100.9111,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-11",101.0714,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2010-12",101.2687,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-01",101.4292,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-02",101.5135,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-03",101.5438,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-04",101.4818,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-05",101.3115,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-06",101.0631,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-07",100.7206,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-08",100.3393,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-09",99.99344,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-10",99.7634,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-11",99.59363,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2011-12",99.52257,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-01",99.53327,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-02",99.53062,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-03",99.46204,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-04",99.33888,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-05",99.15488,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-06",98.97169,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-07",98.78382,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-08",98.62665,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-09",98.4827,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-10",98.38258,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-11",98.47369,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2012-12",98.6324,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-01",98.78579,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-02",98.90324,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-03",98.89935,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-04",98.87315,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-05",98.96178,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-06",99.16026,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-07",99.42058,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-08",99.73475,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-09",99.9872,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-10",100.1663,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-11",100.2806,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2013-12",100.3493,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-01",100.4,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-02",100.4375,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-03",100.4499,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-04",100.4086,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-05",100.3115,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-06",100.1878,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-07",100.1006,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-08",100.0076,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-09",99.94277,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-10",99.95884,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-11",100.0231,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2014-12",100.0765,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-01",100.1948,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-02",100.3659,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-03",100.541,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-04",100.6131,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-05",100.6178,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-06",100.6049,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-07",100.5957,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-08",100.5777,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-09",100.5695,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-10",100.5455,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-11",100.5189,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2015-12",100.5094,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-01",100.4762,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-02",100.4397,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-03",100.4399,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-04",100.4415,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-05",100.4461,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-06",100.4721,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-07",100.4938,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-08",100.5463,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-09",100.6858,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-10",100.8236,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-11",100.944,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2016-12",101.0977,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-01",101.2437,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-02",101.3771,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-03",101.4776,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-04",101.6006,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-05",101.7398,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-06",101.8912,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-07",102.0276,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-08",102.1525,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-09",102.3338,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-10",102.5029,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-11",102.612,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2017-12",102.6523,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-01",102.6013,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-02",102.4577,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-03",102.3111,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-04",102.2417,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-05",102.166,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-06",102.0948,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-07",101.9829,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-08",101.8943,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-09",101.8329,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-10",101.7367,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-11",101.5957,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2018-12",101.3419,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-01",101.046,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-02",100.7776,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-03",100.5253,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-04",100.2961,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-05",100.1425,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-06",99.92244,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-07",99.73459,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-08",99.6312,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-09",99.50582,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-10",99.47818,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-11",99.56905,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2019-12",99.69027,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-01",99.6854,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-02",99.09577,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-03",97.65348,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-04",95.96492,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-05",95.73276,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-06",96.58215,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-07",97.73842,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-08",98.69839,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-09",99.31316,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-10",99.67288,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-11",99.86757,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2020-12",100.1342,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-01",100.4555,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-02",100.9129,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-03",101.478,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-04",102.0616,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-05",102.5874,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-06",103.0466,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-07",103.385,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-08",103.5318,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-09",103.5873,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-10",103.6003,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-11",103.5699,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2021-12",103.5065,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-01",103.3505,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-02",103.0725,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-03",102.6233,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-04",102.287,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-05",102.0784,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-06",101.9108,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-07",101.598,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-08",101.2471,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-09",100.9517,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-10",100.7675,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-11",100.7072,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2022-12",100.7747,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2023-01",100.875,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2023-02",100.8405,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2023-03",100.6501,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2023-04",100.3132,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2023-05",99.91013,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2023-06",99.53484,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2023-07",99.24725,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2023-08",99.11076,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2023-09",99.10423,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2023-10",99.10841,
"EA19","BCI","AMPLITUD","LTRENDIDX","M","2023-11",99.10014,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1998-07",98.8878,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1998-08",99.08154,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1998-09",99.27586,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1998-10",99.47066,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1998-11",99.66349,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1998-12",99.84719,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-01",100.0097,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-02",100.1427,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-03",100.272,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-04",100.4343,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-05",100.6578,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-06",100.9104,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-07",101.1506,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-08",101.3507,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-09",101.531,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-10",101.7251,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-11",101.9643,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","1999-12",102.2489,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2000-01",102.5841,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2000-02",102.9701,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2000-03",103.3423,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2000-04",103.5977,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2000-05",103.6355,
"CAN","BCI","AMPLITUD","LTRENDIDX","M","2000-06",103.514,
